sample_id	total	protein_containing_complex	polarisome	EKC_KEOPS_complex	HIR_complex	MIS12_MIND_type_complex	origin_recognition_complex	gamma_tubulin_complex	inner_kinetochore	outer_kinetochore	Prp19_complex	radial_spoke	cytosolic_tRNA_wobble_base_thiouridylase_complex	zona_pellucida_receptor_complex	fibrinogen_complex	collagen_trimer	DNA_replication_factor_C_complex	transcription_regulator_complex	hemoglobin_complex	fatty_acid_synthase_complex	proteasome_regulatory_particle	proteasome_core_complex	eukaryotic_translation_initiation_factor_2_complex	eukaryotic_translation_initiation_factor_2B_complex	eukaryotic_translation_initiation_factor_3_complex	eukaryotic_translation_elongation_factor_1_complex	nascent_polypeptide_associated_complex	troponin_complex	microtubule_associated_complex	Arp2_3_protein_complex	spectrin	F_actin_capping_protein_complex	proteasome_activator_complex	proteasome_regulatory_particle__base_subcomplex	proteasome_regulatory_particle__lid_subcomplex	DNA_topoisomerase_type_II__double_strand_cut__ATP_hydrolyzing__complex	endopeptidase_Clp_complex	NAD_P_H_dehydrogenase_complex__plastoquinone_	type_II_protein_secretion_system_complex	prefoldin_complex	eukaryotic_translation_initiation_factor_4F_complex	myosin_complex	aminoacyl_tRNA_synthetase_multienzyme_complex	methionyl_glutamyl_tRNA_synthetase_complex	translation_release_factor_complex	molybdopterin_synthase_complex	proteasome_core_complex__alpha_subunit_complex	proteasome_core_complex__beta_subunit_complex	proteasome_activating_nucleotidase_complex	CCR4_NOT_core_complex	light_harvesting_complex	type_I_protein_secretion_system_complex	type_III_protein_secretion_system_complex	junctional_membrane_complex	beta_catenin_destruction_complex	intraciliary_transport_particle_A	intraciliary_transport_particle_B	nucleocytoplasmic_transport_complex	BLOC_complex	septin_complex	SCAR_complex	anaerobic_ribonucleoside_triphosphate_reductase_complex	PAN_complex	Ndc80_complex	Rad17_RFC_like_complex	Ctf18_RFC_like_complex	RecQ_family_helicase_topoisomerase_III_complex	Mis6_Sim4_complex	CBF3_complex	spitzenkorper	cell_envelope_Sec_protein_transport_complex	G_protein_beta_gamma_subunit_complex	filamentous_actin	protein_DNA_complex	DNA_recombinase_mediator_complex	type_VI_protein_secretion_system_complex	CAF_1_complex	monopolin_complex	TSC1_TSC2_complex	exomer_complex	Cvt_complex	BBSome	RNA_cap_binding_complex	Sid2_Mob1_complex	Nrd1_complex	Mon1_Ccz1_complex	Seh1_associated_complex	MKS_complex	fatty_acid_beta_oxidation_multienzyme_complex	eisosome_filament	ESCRT_complex	MCM_complex	receptor_complex	RAVE_complex	apoptosome	type_IV_secretion_system_complex	HICS_complex	DNA_packaging_complex	tricarboxylic_acid_cycle_enzyme_complex	mRNA_editing_complex	tubulin_complex	viral_portal_complex	Ski_complex	ASAP_complex	acyl_CoA_ceramide_synthase_complex	GATOR2_complex	inflammasome_complex	NVT_complex	Yae1_Lto1_complex	cytochrome_complex	sperm_individualization_complex	WASH_complex	Cdc42_GTPase_complex	Myo2p_Vac17p_Vac8p_transport_complex	ER_membrane_insertion_complex	Cbf1_Met4_Met28_complex	FAR_SIN_STRIPAK_complex	glycoprotein_complex	FAL1_SGD1_complex	R2TP_complex	Rix1_complex	CIA_complex	MCM_core_complex	GAIT_complex	type_V_protein_secretion_system_complex	protein_complex_involved_in_cell_adhesion	membrane_protein_complex	mitochondrial_protein_containing_complex	vesicle_tethering_complex	BORC_complex	chaperone_complex	subcortical_maternal_complex	TTT_complex	Aim21_Tda2_complex	ubiquinone_biosynthesis_complex	reelin_complex	Sm_like_protein_family_complex	MIH_complex	Cdc24p_Far1p_Gbetagamma_complex	matrilin_complex	SLAC_complex	nuclear_protein_containing_complex	endoplasmic_reticulum_protein_containing_complex	intracellular_protein_containing_complex	enzyme_activator_complex	catalytic_complex	ornithine_carbamoyltransferase_inhibitor_complex	peptidase_inhibitor_complex	Ras_guanyl_nucleotide_exchange_factor_complex	RPAP3_R2TP_prefoldin_like_complex	RQC_complex	GATOR1_complex	Gtr1_Gtr2_GTPase_complex	CoA_synthesizing_protein_complex	L_cysteine_desulfurase_complex	iron_sulfur_cluster_assembly_complex	Syp1_complex	bub1_bub3_complex	Mcs4_RR_MAPKKK_complex	transporter_complex	sumoylated_E2_ligase_complex	DNA_repair_complex	X3M_complex	RZZ_complex	Ste12p_Dig1p_Dig2p_complex	Tec1p_Ste12p_Dig1p_complex	Rvs161p_Rvs167p_complex	Dom34_Hbs1_complex	Kelch_containing_formin_regulatory_complex	EARP_complex	MWP_complex	Ubp3_Bre5_deubiquitination_complex	Vma12_Vma22_assembly_complex	ribonucleoprotein_complex	actin_cytoskeleton_regulatory_complex	Remaining
0159_AS41_40055_20180716_ST	167641028	182792.166666667	0.285714285714286	44.5	0.833333333333333	0	2	1.56666666666667	0	1	0.666666666666667	0	0	0	47	813	224	16826.6083333333	0	14317.8333333333	0	16891	0.85	2	68.6666666666667	1	2.33333333333333	0	71.8666666666666	347.833333333333	0	2	78	567.5	3.25	1.83333333333333	2.5	0	100021.083333333	35	0	909	5.83333333333333	2.66666666666667	0	46776.1666666667	24.75	25.8333333333333	72.5	1.25	31.4166666666667	278.833333333333	5078	0	0	0	0	1.33333333333333	0	1.66666666666667	0	57	149	0.5	0	1	3.08333333333333	9	1	0	1.5	0	0	485395.90952381	1	126	0	0	0	7	1	1	0.625	0.333333333333333	0.8	1	0.5	0	54904	0	3.33333333333333	134.842857142857	4.41666666666667	0.333333333333333	0	7.5	0.75	34043.5166666667	47924.5104166667	0.5	0	0	2	0	0	0	0	1	0	48205.0833333334	0	0	0	0	2.65	0	1	0.125	0.333333333333333	2.33333333333333	0.5	87	0	0	1	8.83333333333335	2243496.78015873	829.095138888889	24.0833333333334	0	19.75	0	2	0	0	0	7.38888888888889	0.25	0.25	0	0	3776.15376984127	105.938888888889	1006728.60009921	1.5	3532341.53660714	1983.83333333333	0	0	0	11.5	0.5	1	2.5	1	3076.66666666667	0.2	0	0	435565.749999999	0	404206.85	0	19	0.75	0.75	0	0	0.25	0	0	0.25	0	1267588.10674603	0	157683765.52619
0159_AP39_21110_20190111_ST	125942242	37911	0	0.5	0	1.75	0	10.3333333333333	0	1	0	0	0	0	1191	2009.5	27	39464.3333333333	0	38686.5	1	3286.83333333333	0	0	151.666666666666	0	9	0	204.075	557.833333333333	0	0	19	2	1	0.333333333333333	0	0	28066	8	0.333333333333333	3339.33333333333	0	0	0	40939.5	18.25	0.5	0	0.583333333333333	181.25	294.333333333333	13384.1666666667	0	0	0	0	0	0	0	0	2	1	0	0	2	3.75	9	0	0	1.5	0	0.333333333333333	450525.366666667	0	38099.5	0.2	0	0	0	1.33333333333333	3.8	10.75	0	0.2	0	0	0	14437.5	0	1.75	13.4166666666667	29.45	0	0	10	0.5	39115.975	17634.9270833333	0.166666666666666	0	0	2	0	0	0	0	0	0	23967.5208333334	0	0	0	0	3.25	0	0	0	0	0	0	13.5	0	0	3	46.5	1252663.70863095	702.072916666667	4.7	0	133.25	0.2	0	0	0	0	9.08333333333333	0.5	0	0	0	510.916666666667	22.2833333333333	918071.194444446	0	2764910.22916667	341.8	0	0	0	0	0	0	0.5	0.666666666666667	641.166666666667	0.2	0.333333333333333	0	228366.682638889	0	324459	0	0	0	0	0	0	0	0	0	0	0	1248759.25952381	0.333333333333333	118408935.821429
0159_AA34_42475_20190911_ST	114708520	4306.27777777778	0	0	0	0	1.5	4.66666666666666	0	0	0	0	0	0	0	4841.25	5.5	18240.25	0	8357.5	0	380	0	0	107.666666666667	0	0	0	780.333333333333	105.333333333333	0	0	40	182.5	0	0.833333333333333	3.5	0	7980.25	8.5	0	685	0	0	0	18786	0.833333333333333	0	1	1.5	56.75	2109.66666666667	7598.75	0	0	0	0	0	0	0	0	25	29	2	0	0	3.5	74.5	0	0	0	0	0	300468.266666667	0	15537	0	0	0	0	0.666666666666667	0	1.5	0	0	0	0	0	246.5	0	6	23.75	29.35	0	2	27	0	26966.85	5928.65625	0	0	0	0	0	0	0	0	0	0	13671.25	0	0	0	0	18.9	0	0	0	0	0	0	92	0	0	1	51.5	844659.104166667	183.572916666667	21.6333333333333	0	4	0	0	0	0	0	2.66666666666667	0	0	0	0	177.3	15.9666666666667	640547.633333333	0	2186193.42083333	0	0	0	0	0	0	0	0	0.333333333333333	0.5	0	0	0	143540.779166667	0	242155.916666667	0	0	0	0	0	0	0	0	0	0	0	900130.816666667	0	109313094.805555
0159_AA34_42480_20191103_ST	76865758	4734.83333333333	0	0	0	0	0	0	0	0	0	0	0	0	0	4959	0.333333333333333	6371.8	0	88743	0	356.666666666667	0	0	342.333333333333	0	0	0	430.916666666667	1965	0	0	0	4	0	0.666666666666667	0	0	2416	0	0	1251.5	0	0	0	42156	0	0	5	0	107	28.3333333333333	1867.25	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	1	0	0	249803.683333333	0	8	0	0	0	0	0	0	20.5	0	0	0	0	0	189	0	1.25	3.5	0.25	0	0	0	0	25758.2	8448.3125	0.166666666666666	0	0	0	0	0	0	0	0.333333333333333	0	6470	0	0	0	0	1.5	0	0	0.125	0	0	0	1.5	0	0	1	0.5	834698.4375	154.0625	2.5	0	0	0	0	0	0	0	5.66666666666667	0	0	0	0	147.916666666667	25.7166666666667	566040.629166667	0	1568630.87916667	11.4	0	0	0	0	0	0	0	1.33333333333333	4	0	0	0	136908.645833333	0	175131	0	0	0	0	0	0	0	0	0	0	0	802756.058333333	0	72334790.3
0159_AP39_21298_20181004_ST_E21	58351570	1737.83333333333	0	0	0	0	0	0.5	0	0	0	0	0	0	39	3137	0.833333333333333	8129.25	0	8982.5	0	1176	0	0	130.333333333333	0	0	0	187.375	633.5	0	0	0	7.5	0	0	1	0	2461.5	0.5	0	783.5	0.5	0	0	17946.5	2.33333333333333	0	2.5	3	274	11.5	2432.58333333333	0	0	0	0	0	0	0	0	0	55	0	0	0	0	0	0	0	0	0	0	160552.466666667	0	19389	0	0	0	0	0.333333333333333	0	4	0	0	0	0	0	75	0	1.5	12.25	0.25	0	0	82	0	18021.5	4969.61458333333	0	0	4	1	0	0	0	0	0	0	5322.79166666667	0	0	0	0	0.75	0	0	0.125	0	0	0	0	0	0	0	0.5	471107.210714286	130.885416666667	2.83333333333333	0	4	0	0	0	0	0	0.888888888888889	0	0	1	0	87.2305555555555	25.45	324165.079166667	0	1102801.55416667	1.4	0.333333333333333	0	0	0	0	0	0	1.5	1.5	0	0	0	77804.3583333333	0	124083.266666667	0	1	0	0	0	0	0	0	0	0	0	463148.281746032	0	55531629.1047619
0159_AP39_21108_20171121_ST	47890622	50101.2666666667	0	245.5	0	0	0	0	0	0	1	0	0	0.333333333333333	11	1442.5	375.5	11489.0357142857	0	4709	0	3170.5	6	0	10	21	0	0	393.933333333333	782.5	0	0	23	19.5833333333333	0	3.33333333333333	0	0	47971.8333333333	135	0	93	0	0	0	14008.3333333333	106	104	143	5	21.75	121.333333333333	10453.6666666667	0	0	0	0	0	0	0	0	294	147	0	0	0	0	3	0	0	0	0	0	172515.760714286	0	1309	0	0	0	0	0.333333333333333	6.2	1	0	0	0	0	0	18810	0	1.75	628	11.1	0	0	56	0	9042.95	19052.3854166667	0	0	276	0	0	0	0	0	0	0	10602.625	0	0	0	0	0	0	0	0	0	0.75	0	0	0	0	9	20.5	541593.119642857	770.90625	14.8333333333333	0	3.33333333333333	0	0	0	0	0.8	1	0	0	0	0	446.227380952381	15.0458333333333	332581.092261905	0	1041266.61785714	436.6	0	0	0	0.125	0	0	0	0	901.5	0	0	0	103149.495833333	0	105257.821428571	0	11	0	0	0	0	0	0	0	0	0	362202.255952381	0	45023214.9690476
0159_AK37_71062_20190607_ST	46524471	7099.16666666667	0	0	0	0	0	0.5	0	0	0	0	0	0	331	1648.5	0.333333333333333	6264.5	0	50332.5	0	2276.33333333333	0	0	9.66666666666667	0	0.5	0	341.5	1022	0	0	16	1	0	0.666666666666667	0	0	13514.1666666667	9.5	1	544	0	0	0	10688.1666666667	2.25	0	0	0	65.5	103.5	2205.25	0	0	0	0	0	0	0	1	0	304	2	0	0.333333333333333	5.75	1.5	0	0	0.5	0	0	156420.983333333	0	33902	0	0	0	0	0.333333333333333	0.4	0	0	0	0	0	0	2687	0	0.5	0.5	14.5	0	0	103.5	0	13678.9	10276.1145833333	0	0	0	1	0	0	0	0	0	0	7192.125	0	0	0	0	1	0	0	0	0	0	0	1	0	0	1	15	434144.370833333	257.802083333333	31.3333333333333	0	0	0	0	0	0	0	1.33333333333333	0	0	0	0	212.416666666667	24.2833333333333	333640.458333333	0	1037797.10833333	65.4	0	0	0	0	0	0	0	0.333333333333333	117	0	0	0	81897.2208333333	0	117407.083333334	0	0	0	0	0	0	0	0	0	0	0	469649.25	0	43728137.1666667
0159_AP39_21129_20180205_ST	42174717	1273.33333333333	0	3	0	1.25	0	1.2	0	0	0	0	0	0	335	694.5	2.66666666666667	3607.66666666667	0	10833	0	652	0	0	41	0	0.333333333333333	0	187.9	1259	0	0	31	22.5	3	1.33333333333333	1	0	3243.58333333333	1.5	0	747	0	0	0	13005	1.25	0.5	0	0.333333333333333	31.75	310.833333333333	2995	0	0	0	0	0	0	0.2	0	0	327	0	0	1.16666666666667	0	16	0	0	0	0	0	126078.20952381	0.25	11264.5	0	0	0	0	0.666666666666667	0	10.5	0	0.5	0	0	0.5	54	0	2.25	17.0595238095238	0.25	0	0	1.5	0	13450.4	5800.85416666667	0	0	6	2	0	0	0.25	0	0	0	4658.29166666667	0	0	0	0	2.5	0	0	0.125	0	0	0	1	0.142857142857143	0.166666666666667	34	0	365938.758333334	226.604166666667	28.0833333333333	0	3	0	0	0	0	0	0	0	0	0	0	135.079761904762	7.35	286185.7625	0	818940.481547619	1.7	0	0	0	0	0	0	0	1.33333333333333	3.5	0	0	0	60110.8333333334	0	97987.1666666665	0	0	0	0	0	0	0	0	0	0	0	399146.733333333	0	39944982.897619
0159_AP39_21301_20180706_ST_E21	41945891	1336.61111111111	0	1	0	0	0	0	0	0	0	0	0	0	30	1894.5	5	6260.5	0	5820	0	698.666666666667	0	0	94.3333333333333	2	3	0	126.083333333333	474	0	0	3	1.5	0	0	3.5	0	1968	2	0	606	0	0	0	13181	1.25	0	3	0	209.25	8.33333333333333	1922.75	0	0	0	0	0	0	0	0	0	32	0	0	0.5	0	1	0	0	0	0	0	112504.6	0	11401.5	0	0	0	0	0.666666666666667	0	5.5	0	0	0	0	0	19	0	0.5	13.25	0.2	0	0	0	0	13107.9	3548.8125	0	0	0	1	0	0	0	0	0	0	3542.5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	338559.344047619	102.208333333333	3.5	0	2	0	0	0	0	0	2	0	0	0	0	60.4	17.2666666666667	238567.879761905	0	787002.400595238	0	0	0	0	0	0	0	0	0.666666666666667	0	0	0	0	55922.5166666667	0	89636.0833333333	0	0	0	0	0	0	0	0	0	0	0	343681.292857143	0	39913499.2341269
0159_AK37_71054_20190305_ST	30472858	4824	0	0	0	0	2	0	0	0	0	0	0	0.5	73	297	0	3033	0	11551	0	2006	0	0	2.66666666666667	0	3	0	259.666666666667	625	0	0	0	26.5	0	0	2	0	5076.08333333333	0	0	642	0	0	0	7521.33333333333	0	0	1.5	3.5	96.75	21.5	1538.5	0	0	0	0	0	0	0	0	4	0	1	0	2	0	7	0	0	0	0	0	104138.683333333	0	9807	0	0	0	0	1.33333333333333	0	4.5	0	0	0	0	0	1603	0	0.75	0	9.45	0	0	13	0	7975.9	5919.90625	0	0	0	3	0	0	0	0	0	0	4619.58333333334	0	0	0	0	0	0	0	0	0	0.666666666666667	0	0	0	0	0	18.5	315061.254166667	84.65625	5.5	0	0	0	0	0	0	0	0.666666666666667	0	0	0	0	84.6666666666667	3	208558.166666667	0	632669.154166667	28	0	0	0	7	0	0	0	0.583333333333333	91.5	0	0	0	58636.4625000001	0	73486.25	0	0	0	0	0	0	0	0	0	0	0	298898.9	0	28713506.4666667
0159_AK37_71051_20190224_ST	29488025	8475.11111111111	0.428571428571429	0.5	0.333333333333333	0	2.5	32.25	0.142857142857143	0	0.5	0	0	0	280	644	220.5	2781.09722222222	0	6724	0	800	0	0	23.8333333333333	2	0	0	303.642857142857	136	0	0	0	9.25	0	1	1	0	7856.25	2	0	307.090909090909	0	1	0	6103.5	1.5	0.666666666666667	4.5	1	289.25	180.833333333333	2834.91666666667	0	0	0	0	0.333333333333333	0	0	0	10	7	0.333333333333333	5	5	0	0	0	0	0.5	0.5	0.0909090909090909	102864.15	0	7207	0	0	0	0	0	0	0.5	0	0.7	0	0	0	3014	0	1.5	7.41666666666667	59.9	0	0	566.333333333333	0.2	8832.65	3880.30208333333	0	0.333333333333333	0	1	0	0	0	0	0	0	7036.16666666667	0	0	0	0.0909090909090909	4	0	0	0	0.333333333333333	2	0.833333333333333	39	0.166666666666667	0	3	117	257270.65537518	105.21875	6.20833333333333	0	4.66666666666667	0	0	0	0	0	3.13888888888889	0.5	0.5	0	0	251.011922799423	6.37777777777778	201064.522952742	1	693840.349305555	126	0	0	0	0	0	0	0	0	154	0	0	0	45808.9638888889	0	76274.6666666667	0	0	0	0	0	1	0	0	0	0	0	273567.125793651	0	27767851.1629149
0159_AV42_66107_20190327_ST	25109407	29608.3333333333	0.125	0	0	0	0	0	0	0	0	0	0	0	92	171.5	0	4074.15	0	8935	0	1668.5	0	0	3.66666666666667	0	4	0	270.75	24	0	0	0	0.333333333333333	0	1	0.5	0	26483.9166666667	0	0	37	0	0	0	6846	0	0	0	0	14.25	21.3333333333333	6973.08333333333	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0.5	0	0	133275.566666667	0	16530.5	0	0	0	0	0	3.6	0	0	0	0	0	0	10403	0	0	0.75	0.5	0	0	75	0	5444.95	9036.25	0	0	22	0	0	0	0	0	0	0.333333333333333	8049.83333333333	0	0	0	0	0	0	0	0	0	0.666666666666667	0	1.33333333333333	0	0	5	1	277934.375	398.375	0.2	0	103	0.2	0	0	0	0	0.333333333333333	0	0	0	0	215.441666666667	7.3	206088.620833333	0	611175.879166667	257.2	0	0	0	0	0	0	0	0	690	0	0	0	54290.3333333333	0	63681.9333333333	0	0	0	0	0	0	0	0	0	0	0	215683.366666667	0	23410797.2166666
0159_BC12_41010_20171203_ST	25020998	704	0	0	0	0	0	5.5	0	0	0	0	0	0	20	387.75	2.5	1994	0	4375	0	218	0	0	1.33333333333333	0	1.5	0	95.3666666666667	860	0	0	6	11.8333333333333	1	0.666666666666667	3.5	0	3157	9	0	312	0	0	0	7640.66666666667	0	0	0.5	1	176.25	148	748	0	0	0	0	0	0	0	0	6	106	0	0	0	2.5	15.5	0	0	0	0	0	82510.55	0	1891	0	0	0	0	0	0	3	0	0	0	0	0	6	0	3.5	6.25	7.1	0	0	98	0	7940.3	3800.79166666667	0	0	0	0	0	0	0	0	0	0	2621.04166666667	0	0	0	0	1.75	0	0	0.65277777777778	0	2	0	0	0	0	0	9	221429.211111111	235.416666666667	10	0	0	0	0	0	0	0	3.66666666666667	0	0	0	0	56.2095238095238	2.03333333333333	170258.625	0.5	485634.251190476	0	0	0	0	0	0	0	0	3.33333333333333	0	0	0	0	36002.1416666667	0	64309.75	0	0	0	0	0	0	0	0	0	0	0	260913.216666667	0	23662228.3420635
0159_AP39_21065_20180201_ST	23605340	538.833333333333	0	0	0	0	0	10	0	0	0	0	0	0	1	423.5	0.5	3880.33333333333	0	1886	0	91.8333333333333	0	0	12.3333333333333	0	1	0	83.9166666666667	334.5	0	0	0	5	0	0	2	0	498.166666666667	1	0	164	0.333333333333333	0	0	5209.5	0	0	1.5	0	69.25	6.5	1761.5	0	0	0	0	0	0	0	0	0	13	0	0	1	0	0	0	0	0	0	0	70019.1333333333	0	8550	0	0	0	0	0.333333333333333	0	0	0	0	0	0	0	19	0	0	6	0.0833333333333332	0	1	20.5	0	4449.5	1234	0	0	0	0	0	0	0	0	0	0	3199.25	0	0	0	0	1.5	0	0	0	0	0	0	0	0	0	0	0.166666666666666	186702.369047619	53.4166666666667	3.16666666666667	0	0	0	0	0	0	0	0.833333333333333	0	0	0	0	38.9166666666667	6.63333333333334	138192.875	0	497114.858333333	0.2	0	0	0	0	0	0	0	0	0.5	0	0	0	30460.7500000001	0	53005.3333333333	0	0	0	0	0	0	0	0	0	0	0	188409.126190476	0	22408854.0547619
0159_AP39_21295_20180811_ST_E21	23076371	3501.76944444444	0.267857142857143	74.5	0	0	2.66666666666667	20.3333333333333	0	0	1.25	0	0	0	39	706.5	79	3412.54166666667	0	7155.33333333333	0	1187	0.2	0.5	22.5	0	1.33333333333333	0	81.7083333333333	342.5	0	0	3	0	0	0	0	0	4248.41666666667	29	0	1911.09090909091	0	0	0	6580.33333333333	27	31.5	54	2.66666666666667	60.5	125.5	1616.91666666667	0	0	0	0	0.2	0	0	0	5	9	0	0.5	1	0.333333333333333	2	0.5	0	0	0	0.0909090909090909	73631.9956349207	0	3259.5	0.25	0	0	0	3.5	0.4	0.458333333333333	0.25	0	0	1	0	1125	0	0.75	141.003968253968	21.25	0.333333333333333	0	197.5	0.333333333333333	6471.075	3825.83333333333	0.166666666666666	0	1	0	0	0	0	0	0.333333333333333	0	2160.04166666667	0	0	0	0.0909090909090909	2.95	0	0	1	0	0	0	0	0	0	0	42.5	226743.87303391	72.4166666666667	4.46666666666667	0	4	0	1	0	0	0	10.8333333333333	0	0	0	0	126.732557720058	8.52222222222222	161986.598349567	0	456212.336805556	36.3	0	0	0	2	0	0	0	2.66666666666667	45.5	0	0	0	37790.2041666666	0	58897.9166666666	0	1	0	0	0	1	0	0	0	0.333333333333333	0.333333333333333	245045.771428571	0	21767151.2268037
0159_AB10_100710_20181001_ST	22476810	18254.3333333333	0	238	0	0	0	0	0	0	0	0	0	0	1	832.5	327.5	1985	0	2596	0	1272.5	0	0	14.1666666666667	0	2	0	115.458333333333	1351.5	0	0	3	1	0	0	1.5	0	12534.3333333333	149	0	322.5	0	0	0	9303.33333333333	116	126	176	1	12	89.1666666666667	3701.75	0	0	0	0	0	0	0	0	3	0	1	0	0	1.25	9	0	0	0	0	0	72332.875	0	65.5	0	0	0	0	0	2.8	2	0	0	0	0	0.5	6803	0	0.25	615	3.5	0	0	33.5	0	6244.375	5621.20833333333	0	0	396	0	0	0	0	0	0	0	3293.16666666667	0	0	0	0	0.2	0	0	0	0	0.666666666666667	0	182	0	0	1	3	286052.146428571	272.041666666667	3.5	0	54	0	0	0	0	0	0.5	0	0	0	0	225.375	4.98333333333333	170510.5	0	479980.608333333	158.2	0	0	0	0	0	0	0	1.33333333333333	366	0	0	0	55554.9916666666	0	54405.0833333334	0	0	0	0	0	0	0	0	0	0	0	224454.860714286	0	21055624.5428571
0159_AK37_71050_20190313_ST	22476650	749	0	0.5	0	0	0.5	0.5	0	0	0	0	0	0	0	856	1	2323.5	0	2659	0	655	0	0	13.3333333333333	0	0	0	193.666666666667	111	0	0	71	4	0	0	0	0	1240.91666666667	0	0	138.333333333333	0	0	0	5637.33333333333	0	0	5.5	4	3.75	183.5	775	0	0	0	0	0	0	0	0	1	77	0	0	0	0	1	0	0	0.5	0	0	69407.3916666667	0	1472	0.25	0	0	0	4.33333333333333	0	2	0	0.4	0	0	0	62	0	1	2	1	0	0	7	0	7093.225	1683.83333333333	0	0	0	1	0	0	0	0	0	0	2023.45833333334	0	0	0	0	2.1	0	0	0	0	0	0	13	0	0	0	2	208382.2125	67.7083333333333	1.16666666666667	0	16	0	1	0	0	0	1	0	0.125	0	0	51.8928571428571	6.68333333333333	156319.25	0	417789.501190476	1	0.333333333333333	0	0	0	0	0	1	2.66666666666667	0.5	0	0	0	33631.3791666668	0	56546.8333333334	0	0	0	0	0	0	0	0	0	0	0	239279.816666666	0	21267066.1059524
0159_AZ03_32013_20200922_ST	21886689	641.483333333333	0	273.75	0	2.5	19	21.5	0	0	21.8333333333333	0	1	0	3	298	668.133333333333	3114.4	0	1515	30	612.7	12.7	10.65	154.5	6	2	0	276.858333333334	579.8	0	15	70	21.8333333333333	4	0.666666666666667	0	0	1047.33333333333	141.666666666667	2	774.5	26.8333333333333	0	14.3333333333333	3909.33333333333	204.5	125.666666666667	201.5	130.333333333333	42.5	71.1666666666667	302.75	0	0	0	0	1.5	0	0	0	12	22.3333333333333	46.5	1.8	6.63333333333333	1.33333333333333	0	0.6	0	0	0	0	77574.7928571429	0	2222	0	0.0909090909090909	0	0	2.33333333333333	0	3.5	0.25	0	7	0	0	33.5	0	7.91666666666667	860.267857142857	97.5	0.6	0	1	0	7419.95	5580.5	1.75	0	2	4	0	0	0	0	0	0	2553.5	0	104	0	0	1.58333333333333	0	0	0.625	0	39.3333333333333	0	20.5	0	0	46	192	199645.360119047	103.125	232.039285714286	0	95.3333333333333	0	0	0	0	0	59.9182539682539	0	0	0	0	1317.41498917749	35.1597222222222	153049.50130772	0	398012.295625902	0.8	1.3	0	0	12.375	0	3.66666666666667	0	6	1	0	0.666666666666667	0	32313.698611111	0	62913.75	0	38	0	0	0	0	0	25	0	0	0	265758.713924964	0	20660823.9632035
0159_AZ03_32019_20180325_ST	21736839	828.166666666667	0.285714285714286	148	0	0	3	2.1	0	0	0.25	1	0	0	37	147.5	296.5	3050.83333333333	0	2197.5	0	1945.33333333333	0	1	9.75	0	1	0	139.583333333333	287	0	0	27	3.58333333333333	2.08333333333333	0	0	0	2277.75	89	0	2075.5	1.5	0	0	5442.5	75	63	99	3.5	26.5	35.1666666666667	630.666666666667	0	0	0	0	0	0	0	0	14	13	1	0	4	0.5	3	0	0	0	0	0	75951.4166666666	0	103	0	0	0	2	1.33333333333333	0	0	0.333333333333333	0	0	0	0	80.5	0	5.5	248.25	181.9	0	0	4	0	7596.83333333333	4323.92708333333	0	0	0	1	0	0	0	0	0	0	1512.625	0	0	0	0	3	0	0.111111111111111	1.5	0	0	0	0	0	0	0	363	208179.745833333	121.46875	33.8416666666667	0	19	0	0	0	0	0	14.2777777777777	0	0	0	0	132.236111111111	20.0333333333333	163881.310317461	0	413166.403769841	1.1	0	0	0	12	0	0.4	0	4.33333333333333	2	0.2	0	0	34687.7375	0	65685	0	0	0	0	0	0	0	0	0	0	0	285803.427777778	0	20454711.2015873
0159_AP39_21119_20181218_ST	21439715	610.333333333333	0.410714285714286	0.25	2.33333333333333	0	0	0.166666666666667	0	0	0	0	0	0	0	285	0	2606.51666666667	0	11278	1	377.5	0	0.5	16.5	0	2.5	0	263.5	20	0	0.5	0	5.66666666666667	1.33333333333333	0.333333333333333	0.5	0	1263.41666666667	1	0	87.0909090909091	0	0	0.333333333333333	5460.66666666667	0.75	0.666666666666667	0	3	3.25	9.83333333333333	552	0	0	0	0	0	0	1.33333333333333	0	0	1	2	0	1	1.5	1.5	1	0	0	0	1.09090909090909	79549.1916666667	1	17692	0.45	1.5	0	3	0.333333333333333	0	0.916666666666667	0.25	2.73333333333333	0	2	0	6	0	2	6.91666666666667	186	0	0	22.5	1.5	5513.525	1765.9375	0.833333333333335	0	0	2	0	0.5	0	0	0	0	3326.1875	0	0	0	0.0909090909090909	0.666666666666667	0	0	0	0.333333333333333	1.66666666666667	0.5	2.33333333333333	0	0	0	372	170270.172339466	33.7291666666667	21.8416666666667	0	4.45	0	3	0	0	0	3.32142857142857	1	0.25	0	0	160.038311688312	14.175	132549.312337662	0.166666666666666	446929.275198412	0.333333333333333	0	0	0	2	1	1	0.75	1	0	0	0	0	28761.582638889	0	49516.5833333333	0	0	0	0	0	0.5	0.4	0	0	0.333333333333333	0.333333333333333	183059.317857143	0.333333333333333	20297048.6589466
